oaptlocation,destname,daptlocation,oname,dname,tbl,y,quart,origincty,destcty,originname,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs,x
"Las Vegas, NV","Omaha, NE","Omaha, NE","Las Vegas, NV","Omaha, NE",Table 1,0,20133,32211,33316,"Las Vegas, NV",1099,389.3478261,194.9069989,WN,75.54438861,194.4044346,F9,10.49692909,153.8460106,616,0
"St. Louis, MO","Miami, FL (Metro Area)","Fort Lauderdale, FL","St. Louis, MO","Miami, FL (Metro Area)",Table 1,18,20133,31123,32467,"St. Louis, MO",1068,493.0434783,190.5009414,AA,40.87301587,181.1385167,AA,40.87301587,181.1385167,617,0
"Dallas, TX","Las Vegas, NV","Las Vegas, NV","Dallas, TX","Las Vegas, NV",Table 1,0,20133,30194,32211,"Dallas/Fort Worth, TX",1067,2140.869565,186.2942816,AA,47.35479285,229.5735874,NK,25.85296507,114.4666025,618,0
"Detroit, MI","Fort Myers, FL","Fort Myers, FL","Detroit, MI","Fort Myers, FL",Table 1,0,20133,31295,31714,"Detroit, MI",1084,431.6304348,182.6786502,DL,75.67363385,186.394609,NK,6.295643415,113.488,619,0
"Orlando, FL","Oklahoma City, OK","Oklahoma City, OK","Orlando, FL","Oklahoma City, OK",Table 1,0,20133,31454,33851,"Orlando, FL",1069,300.2173913,175.6197393,WN,38.45039826,176.5696516,DL,31.31788559,157.6003121,620,0
"Orlando, FL","Syracuse, NY","Syracuse, NY","Orlando, FL","Syracuse, NY",Table 1,0,20133,31454,35096,"Orlando, FL",1053,402.2826087,173.7609484,B6,67.57633072,176.0032827,DL,13.37476358,147.1326061,621,0
"Denver, CO","New Orleans, LA","New Orleans, LA","Denver, CO","New Orleans, LA",Table 1,0,20133,30325,33495,"Denver, CO",1062,569.673913,173.0692864,UA,39.17191376,179.1728446,F9,15.05437894,136.8483143,622,0
"Orlando, FL","Milwaukee, WI","Milwaukee, WI","Orlando, FL","Milwaukee, WI",Table 1,0,20133,31454,33342,"Orlando, FL",1066,653.9130435,169.8248371,FL,60.45545213,171.843107,WN,20.74468085,160.1473958,623,0
"Tampa, FL","Rochester, NY","Rochester, NY","Tampa, FL (Metro Area)","Rochester, NY",Table 1,0,20133,33195,34576,"Tampa, FL (Metro Area)",1079,239.673913,169.727864,WN,62.90249433,160.1613987,WN,62.90249433,160.1613987,624,18
"New York, NY","West Palm Beach/Palm Beach, FL","West Palm Beach/Palm Beach, FL","New York City, NY (Metro Area)","West Palm Beach/Palm Beach, FL",Table 1,0,20133,31703,34027,"New York City, NY (Metro Area)",1077,4138.043478,168.8284544,B6,47.26819018,1,,,,,
"Tampa, FL","Milwaukee, WI","Milwaukee, WI","Tampa, FL (Metro Area)","Milwaukee, WI",Table 1,0,20133,33195,33342,"Tampa, FL (Metro Area)",1075,444.673913,161.9584674,WN,35.83475923,154.0724284,WN,35.83475923,154.0724284,626,18
"New York, NY","Sarasota/Bradenton, FL","Sarasota/Bradenton, FL","New York City, NY (Metro Area)","Sarasota/Bradenton, FL",Table 1,0,20133,31703,34986,"New York City, NY (Metro Area)",1084,503.1521739,161.6548542,B6,64.26874055,156.7914723,B6,64.26874,,,
"Buffalo, NY","Tampa, FL (Metro Area)","Tampa, FL","Buffalo, NY","Tampa, FL (Metro Area)",Table 1,18,20133,30792,33195,"Buffalo, NY",1053,450,156.8516159,WN,50.96618358,151.4126635,FL,17.41545894,148.5557143,628,0
"Bellingham, WA","Los Angeles, CA (Metro Area)","Los Angeles, CA","Bellingham, WA","Los Angeles, CA (Metro Area)",Table 1,24,20133,30666,32575,"Bellingham, WA",1071,252.826087,150.3171066,G4,49.74204643,118.0475367,G4,49.74204643,118.0475367,629,0
"Las Vegas, NV","Laredo, TX","Laredo, TX","Las Vegas, NV","Laredo, TX",Table 1,0,20133,32211,33038,"Las Vegas, NV",1092,169.3478261,127.8273428,G4,95.37869063,120.4434724,G4,95.37869063,120.4434724,630,0
"New York, NY","Fayetteville, AR","Fayetteville, AR","New York City, NY (Metro Area)","Fayetteville, AR",Table 1,0,20133,31703,31834,"New York City, NY (Metro Area)",1187,232.3913044,394.4924228,AA,42.00187091,423.214265,DL,18.47521048,281.5851392,6,
"Cleveland, OH","Houston, TX","Houston, TX","Cleveland, OH (Metro Area)","Houston, TX",Table 1,0,20133,30647,31453,"Cleveland, OH (Metro Area)",1106,442.173913,319.1744076,UA,53.81022616,397.5029237,WN,18.92822026,212.3653766,632,22
"New York, NY","Little Rock, AR","Little Rock, AR","New York City, NY (Metro Area)","Little Rock, AR",Table 1,0,20133,31703,32600,"New York City, NY (Metro Area)",1125,171.0869565,316.8302033,DL,35.70520966,338.1619217,AA,21.09275731,302.5818675,633,2
"Dallas/Fort Worth, TX","Richmond, VA","Richmond, VA","Dallas/Fort Worth, TX","Richmond, VA",Table 1,0,20133,30194,34524,"Dallas/Fort Worth, TX",1158,266.9565217,313.9349878,AA,66.49022801,324.3726209,US,20.7247557,303.1710806,634,0
"Pittsburgh, PA","Houston, TX","Houston, TX","Pittsburgh, PA","Houston, TX",Table 1,0,20133,30198,31453,"Pittsburgh, PA",1131,572.0652174,311.1964488,UA,58.65475964,344.7295951,WN,22.78168345,245.7871643,635,0
"New York, NY","Kansas City, MO","Kansas City, MO","New York City, NY (Metro Area)","Kansas City, MO",Table 1,0,20133,31703,33198,"New York City, NY (Metro Area)",1148,923.6956522,307.5133314,DL,34.184514,338.1104234,US,17.15697811,247.9820165,636,
"Austin, TX","Detroit, MI","Detroit, MI","Austin, TX","Detroit, MI",Table 1,0,20133,30423,31295,"Austin, TX",1149,248.4782609,300.2980096,DL,60.76115486,318.9418863,WN,17.01662292,249.8249357,637,0
"New York, NY","Omaha, NE","Omaha, NE","New York City, NY (Metro Area)","Omaha, NE",Table 1,0,20133,31703,33316,"New York City, NY (Metro Area)",1188,376.4130435,290.2058013,UA,40.28299163,313.6404588,WN,14.52497834,239.6356859,638,26
"Washington, VA","Oklahoma City, OK","Oklahoma City, OK","Washington, DC (Metro Area)","Oklahoma City, OK",Table 1,0,20133,30852,33851,"Washington, DC (Metro Area)",1180,362.173913,289.9123619,WN,44.11764706,256.5833878,WN,44.11764706,256.5833878,63,
"Santa Ana, CA","Oklahoma City, OK","Oklahoma City, OK","Los Angeles, CA (Metro Area)","Oklahoma City, OK",Table 1,0,20133,32575,33851,"Los Angeles, CA (Metro Area)",1187,404.8913044,281.6148295,AA,32.77852349,299.9930713,F9,11.08724832,190.4372155,640,
"Providence, RI","Memphis, TN","Memphis, TN","Boston, MA (Metro Area)","Memphis, TN",Table 1,0,20133,30721,33244,"Boston, MA (Metro Area)",1139,219.3478261,279.8135332,DL,45.3419227,313.3394208,FL,12.4876115,214.2577381,641,19
"Providence, RI","Minneapolis/St. Paul, MN","Minneapolis, MN","Boston, MA (Metro Area)","Minneapolis, MN",Table 1,0,20133,30721,31650,"Boston, MA (Metro Area)",1124,1371.73913,277.5672734,DL,53.5340729,319.999106,SY,21.33914422,214.3887523,642,19
"Denver, CO","Columbus, OH","Columbus, OH","Denver, CO","Columbus, OH",Table 1,0,20133,30325,31066,"Denver, CO",1154,363.9130435,261.4024223,WN,46.26642772,240.6714719,WN,46.26642772,240.6714719,643,0
"Fort Lauderdale, FL","San Antonio, TX","San Antonio, TX","Miami, FL (Metro Area)","San Antonio, TX",Table 1,0,20133,32467,33214,"Miami, FL (Metro Area)",1145,198.3695652,260.2123343,AA,35.67123288,273.534639,DL,21.26027397,230.7716753,644,18
"St. Louis, MO","Salt Lake City, UT","Salt Lake City, UT","St. Louis, MO","Salt Lake City, UT",Table 1,0,20133,31123,34614,"St. Louis, MO",1156,215.6521739,255.5796825,DL,62.44959677,268.4167877,WN,15.67540323,246.3716077,645,0
"Jacksonville, FL","Minneapolis/St. Paul, MN","Minneapolis, MN","Jacksonville, FL","Minneapolis, MN",Table 1,0,20133,31136,31650,"Jacksonville, FL",1174,195.6521739,254.6683778,DL,59.72222222,283.2502326,FL,16.05555556,182.9229412,646,0
"Albuquerque, NM","Chicago, IL","Chicago, IL","Albuquerque, NM","Chicago, IL",Table 1,0,20133,30140,30977,"Albuquerque, NM",1121,313.6956522,248.8415489,WN,49.30699931,243.0234294,WN,49.30699931,243.0234294,647,0
"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL","West Palm Beach/Palm Beach, FL","Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",Table 1,0,20133,30194,34027,"Dallas/Fort Worth, TX",1102,170.1086957,244.8532396,AA,77.82747604,242.414359,,,,,
"Austin, TX","San Diego, CA","San Diego, CA","Austin, TX","San Diego, CA",Table 1,0,20133,30423,33570,"Austin, TX",1164,448.4782609,224.398873,WN,66.16577799,230.1557033,AA,13.35433834,211.002069,649,0
"Albuquerque, NM","Seattle, WA","Seattle, WA","Albuquerque, NM","Seattle, WA",Table 1,0,20133,30140,30559,"Albuquerque, NM",1180,344.1304348,221.2919741,WN,75.61591914,218.5844319,F9,4.737839545,183.2783333,650,0
"San Antonio, TX","San Diego, CA","San Diego, CA","San Antonio, TX","San Diego, CA",Table 1,0,20133,33214,33570,"San Antonio, TX",1129,367.7173913,220.40658,WN,71.26810523,216.7236997,DL,5.379840378,207.3848352,651,0
"Dallas, TX","San Diego, CA","San Diego, CA","Dallas, TX","San Diego, CA",Table 1,0,20133,30194,33570,"Dallas/Fort Worth, TX",1182,1219.347826,218.383079,AA,45.72116242,273.7975473,NK,17.95328936,118.666435,652,0
"Chicago, IL","West Palm Beach/Palm Beach, FL","West Palm Beach/Palm Beach, FL","Chicago, IL","West Palm Beach/Palm Beach, FL",Table 1,0,20133,30977,34027,"Chicago, IL",1144,288.1521739,215.7067409,AA,54.99811392,213.6009191,US,16.55978876,205.9394305,,
"Chicago, IL","Fort Myers, FL","Fort Myers, FL","Chicago, IL","Fort Myers, FL",Table 1,0,20133,30977,31714,"Chicago, IL",1120,673.4782609,215.1558199,WN,32.94060684,202.3444243,FL,13.37959974,199.004608,654,0
"Albuquerque, NM","Portland, OR","Portland, OR","Albuquerque, NM","Portland, OR",Table 1,0,20133,30140,34057,"Albuquerque, NM",1111,238.8043478,214.9631907,WN,66.18115612,214.4878404,DL,12.19845244,207.2667164,655,0
"Albany, NY","Tampa, FL (Metro Area)","Tampa, FL","Albany, NY","Tampa, FL (Metro Area)",Table 1,18,20133,30257,33195,"Albany, NY",1130,229.1304348,214.0223719,WN,75.71157495,205.0711717,WN,75.71157495,205.0711717,656,0
"Las Vegas, NV","Kansas City, MO","Kansas City, MO","Las Vegas, NV","Kansas City, MO",Table 1,0,20133,32211,33198,"Las Vegas, NV",1139,637.826087,207.1716394,WN,79.05589639,206.0348071,F9,6.30538514,172.4387568,657,0
"Austin, TX","Raleigh/Durham, NC","Raleigh/Durham, NC","Austin, TX","Raleigh/Durham, NC",Table 1,0,20133,30423,34492,"Austin, TX",1162,217.5,207.0934433,WN,32.68365817,189.5696942,WN,32.68365817,189.5696942,658,0
"Dallas, TX","Miami, FL (Metro Area)","Fort Lauderdale, FL","Dallas, TX","Miami, FL (Metro Area)",Table 1,18,20133,30194,32467,"Dallas/Fort Worth, TX",1121,1516.086957,206.8185432,AA,59.62862059,239.5403992,NK,20.97791798,118.2815653,659,0
"Denver, CO","Atlanta, GA (Metro Area)","Atlanta, GA","Denver, CO","Atlanta, GA (Metro Area)",Table 1,20,20133,30325,30397,"Denver, CO",1199,1511.956522,199.8731308,DL,52.76060388,209.250312,FL,14.4356578,158.5532918,660,0
"Phoenix, AZ","Seattle, WA","Seattle, WA","Phoenix, AZ","Seattle, WA",Table 1,0,20133,30466,30559,"Phoenix, AZ",1107,1646.195652,197.3361156,AS,35.14031033,194.4221064,AS,35.14031033,194.4221064,661,0
"Chicago, IL","Miami, FL (Metro Area)","Fort Lauderdale, FL","Chicago, IL","Miami, FL (Metro Area)",Table 1,18,20133,30977,32467,"Chicago, IL",1197,2550.326087,195.7243251,AA,42.53505519,226.5692435,NK,18.77424029,119.3851623,662,0
"Phoenix, AZ","Des Moines, IA","Des Moines, IA","Phoenix, AZ","Des Moines, IA",Table 1,0,20133,30466,31423,"Phoenix, AZ",1149,219.0217391,195.248407,US,60.04962779,199.8142314,DL,12.05955335,189.321893,663,0
"Austin, TX","Miami, FL (Metro Area)","Fort Lauderdale, FL","Austin, TX","Miami, FL (Metro Area)",Table 1,18,20133,30423,32467,"Austin, TX",1105,461.4130435,191.9058587,WN,33.05064782,175.3269779,WN,33.05064782,175.3269779,664,0
"Denver, CO","Detroit, MI","Detroit, MI","Denver, CO","Detroit, MI",Table 1,0,20133,30325,31295,"Denver, CO",1123,1168.695652,185.3214118,DL,35.99330357,217.0615323,NK,19.90327381,100.682229,665,0
"Hartford, CT","Tampa, FL (Metro Area)","Tampa, FL","Hartford, CT","Tampa, FL (Metro Area)",Table 1,18,20133,30529,33195,"Hartford, CT",1111,422.6086957,183.4555324,WN,61.80555556,182.7979109,DL,19.85596708,172.057513,666,0
"New York, NY","Miami, FL (Metro Area)","Fort Lauderdale, FL","New York City, NY (Metro Area)","Miami, FL (Metro Area)",Table 1,18,20133,31703,32467,"New York City, NY (Metro Area)",1139,12073.91304,183.2923099,B6,30.01890529,187.0378624,DL,22.31904933,,,
"Fort Myers, FL","Milwaukee, WI","Milwaukee, WI","Fort Myers, FL","Milwaukee, WI",Table 1,0,20133,31714,33342,"Fort Myers, FL",1183,225.1086957,181.4601449,FL,83.43795268,176.7104051,FL,83.43795268,176.7104051,668,0
"Fort Myers, FL","Kansas City, MO","Kansas City, MO","Fort Myers, FL","Kansas City, MO",Table 1,0,20133,31714,33198,"Fort Myers, FL",1155,168.1521739,173.0605171,WN,33.03167421,178.2676517,FL,22.49515191,156.7436494,669,0
"Buffalo, NY","Miami, FL (Metro Area)","Fort Lauderdale, FL","Buffalo, NY","Miami, FL (Metro Area)",Table 1,18,20133,30792,32467,"Buffalo, NY",1185,414.3478261,170.0997639,WN,32.60755509,157.3703701,FL,21.2749213,146.0565475,670,0
"New York, NY","Fort Myers, FL","Fort Myers, FL","New York City, NY (Metro Area)","Fort Myers, FL",Table 1,0,20133,31703,31714,"New York City, NY (Metro Area)",1120,1832.282609,168.1470268,B6,60.77593878,162.2025408,B6,60.77593878,162.2025408,671,26
"Hartford, CT","West Palm Beach/Palm Beach, FL","West Palm Beach/Palm Beach, FL","Hartford, CT","West Palm Beach/Palm Beach, FL",Table 1,0,20133,30529,34027,"Hartford, CT",1133,340.1086957,151.7533493,B6,67.91307127,150.1778729,WN,11.34547779,134.0556,,
"Hartford, CT","Miami, FL (Metro Area)","Fort Lauderdale, FL","Hartford, CT","Miami, FL (Metro Area)",Table 1,18,20133,30529,32467,"Hartford, CT",1194,716.0869565,150.6206223,WN,33.69763206,134.1195541,WN,33.69763206,134.1195541,673,0
"Providence, RI","Orlando, FL","Orlando, FL","Boston, MA (Metro Area)","Orlando, FL",Table 1,0,20133,30721,31454,"Boston, MA (Metro Area)",1142,4021.73913,145.0303884,B6,44.46216216,152.719921,WN,33.97297297,132.7763691,674,19
"Detroit, MI","Miami, FL (Metro Area)","Fort Lauderdale, FL","Detroit, MI","Miami, FL (Metro Area)",Table 1,18,20133,31295,32467,"Detroit, MI",1145,1454.021739,144.8129857,DL,56.48501159,170.2358827,NK,30.94864319,85.78998309,675,0
"Houston, TX","Salt Lake City, UT","Salt Lake City, UT","Houston, TX","Salt Lake City, UT",Table 1,0,20133,31453,34614,"Houston, TX",1214,465.7608696,328.9804201,UA,30.78179697,364.6187339,US,13.27887981,258.4433216,676,0
"Santa Ana, CA","Tulsa, OK","Tulsa, OK","Los Angeles, CA (Metro Area)","Tulsa, OK",Table 1,0,20133,32575,34653,"Los Angeles, CA (Metro Area)",1283,248.2608696,317.0500569,WN,45.92819615,304.2722498,WN,45.92819615,304.2722498,677,24
"New York, NY","Tulsa, OK","Tulsa, OK","New York City, NY (Metro Area)","Tulsa, OK",Table 1,0,20133,31703,34653,"New York City, NY (Metro Area)",1271,213.1521739,303.5335237,UA,38.95971443,337.6958377,WN,15.91024987,249.5054487,678,26
"Washington, VA","Houston, TX","Houston, TX","Washington, DC (Metro Area)","Houston, TX",Table 1,0,20133,30852,31453,"Washington, DC (Metro Area)",1246,1885.108696,303.1542202,UA,44.70968114,375.1422208,WN,34.21553365,236.4762268,679,23
"Detroit, MI","San Antonio, TX","San Antonio, TX","Detroit, MI","San Antonio, TX",Table 1,0,20133,31295,33214,"Detroit, MI",1214,234.673913,301.4203196,DL,59.65724873,328.9774689,WN,15.65539602,247.6341716,680,0
"Chicago, IL","Salt Lake City, UT","Salt Lake City, UT","Chicago, IL","Salt Lake City, UT",Table 1,0,20133,30977,34614,"Chicago, IL",1259,681.9565217,287.8857571,DL,35.52757412,301.1200763,WN,24.64137711,263.4527555,681,0
"Houston, TX","Norfolk, VA (Metro Area)","Norfolk, VA","Houston, TX","Norfolk, VA (Metro Area)",Table 1,20,20133,31453,33667,"Houston, TX",1209,174.1304348,286.4302934,US,36.01747815,283.5758579,WN,26.5917603,264.7142723,682,0
"Providence, RI","Omaha, NE","Omaha, NE","Boston, MA (Metro Area)","Omaha, NE",Table 1,0,20133,30721,33316,"Boston, MA (Metro Area)",1282,185.4347826,283.1133763,WN,34.40797186,264.0461329,WN,34.40797186,264.0461329,683,19
"Dallas, TX","Norfolk, VA (Metro Area)","Norfolk, VA","Dallas, TX","Norfolk, VA (Metro Area)",Table 1,20,20133,30194,33667,"Dallas/Fort Worth, TX",1212,238.8043478,280.6847474,AA,39.41738735,303.5443303,DL,16.47701411,248.2712983,684,0
"Pittsburgh, PA","Denver, CO","Denver, CO","Pittsburgh, PA","Denver, CO",Table 1,0,20133,30198,30325,"Pittsburgh, PA",1290,447.7173913,276.3144987,UA,48.36125273,293.9691064,WN,34.28016509,247.8389377,685,0
"Santa Ana, CA","San Antonio, TX","San Antonio, TX","Los Angeles, CA (Metro Area)","San Antonio, TX",Table 1,0,20133,32575,33214,"Los Angeles, CA (Metro Area)",1211,688.0434783,274.8040569,WN,45.33965245,271.4244112,US,18.08846762,259.7598865,686,24
"Dallas, TX","Washington, DC (Metro Area)","Washington, VA","Dallas, TX","Washington, DC (Metro Area)",Table 1,23,20133,30194,30852,"Dallas/Fort Worth, TX",1217,2773.586957,257.0314367,AA,57.92216953,295.7245819,NK,10.9260493,120.2753443,687,0
"Dallas, TX","Buffalo, NY","Buffalo, NY","Dallas, TX","Buffalo, NY",Table 1,0,20133,30194,30792,"Dallas/Fort Worth, TX",1212,210.7608696,255.1809438,DL,41.05208871,231.9751131,DL,41.05208871,231.9751131,688,0
"Wichita, KS","Los Angeles, CA (Metro Area)","Santa Ana, CA","Wichita, KS","Los Angeles, CA (Metro Area)",Table 1,24,20133,30928,32575,"Wichita, KS",1203,214.8913044,246.6385584,UA,50.27819929,260.9204728,G4,17.50126454,124.9537572,689,0
"Denver, CO","Cleveland, OH (Metro Area)","Cleveland, OH","Denver, CO","Cleveland, OH (Metro Area)",Table 1,22,20133,30325,30647,"Denver, CO",1224,625,245.7684504,UA,39.68695652,303.3524277,F9,20.0173913,196.7731625,690,0
"El Paso, TX","Chicago, IL","Chicago, IL","El Paso, TX","Chicago, IL",Table 1,0,20133,30615,30977,"El Paso, TX",1237,234.7826087,242.986375,AA,50.55555556,252.3505861,WN,27.77777778,214.8873833,691,0
"Providence, RI","Kansas City, MO","Kansas City, MO","Boston, MA (Metro Area)","Kansas City, MO",Table 1,0,20133,30721,33198,"Boston, MA (Metro Area)",1256,600.4347826,236.6240188,WN,61.67632151,232.9671324,WN,61.67632151,232.9671324,692,19
"Austin, TX","Los Angeles, CA (Metro Area)","Santa Ana, CA","Austin, TX","Los Angeles, CA (Metro Area)",Table 1,24,20133,30423,32575,"Austin, TX",1242,1367.934783,234.1286063,WN,29.81326977,237.8537047,B6,21.58124752,187.7642931,693,0
"Dallas, TX","Los Angeles, CA (Metro Area)","Santa Ana, CA","Dallas, TX","Los Angeles, CA (Metro Area)",Table 1,24,20133,30194,32575,"Dallas/Fort Worth, TX",1246,4168.913044,229.7893602,AA,55.32147886,251.685722,WN,10.23361318,200.812479,694,0
"Albany, NY","Miami, FL (Metro Area)","Fort Lauderdale, FL","Albany, NY","Miami, FL (Metro Area)",Table 1,18,20133,30257,32467,"Albany, NY",1225,205,228.8861877,WN,63.99787911,215.9033471,WN,63.99787911,215.9033471,695,0
"Buffalo, NY","Houston, TX","Houston, TX","Buffalo, NY","Houston, TX",Table 1,0,20133,30792,31453,"Buffalo, NY",1297,281.4130435,227.4424913,UA,41.71494786,221.6990463,WN,30.08883739,215.9260847,696,0
"Houston, TX","Las Vegas, NV","Las Vegas, NV","Houston, TX","Las Vegas, NV",Table 1,0,20133,31453,32211,"Houston, TX",1235,1616.847826,223.450525,WN,37.64033613,220.1534453,NK,19.00504202,120.4755925,697,0
"Phoenix, AZ","New Orleans, LA","New Orleans, LA","Phoenix, AZ","New Orleans, LA",Table 1,0,20133,30466,33495,"Phoenix, AZ",1300,215,220.8444641,WN,57.73508595,226.1264186,AA,10.36400404,187.5299512,698,0
"Phoenix, AZ","St. Louis, MO","St. Louis, MO","Phoenix, AZ","St. Louis, MO",Table 1,0,20133,30466,31123,"Phoenix, AZ",1262,591.8478261,213.5462057,WN,45.01377411,234.9657487,US,40.56932966,187.5011634,699,0
"Phoenix, AZ","Minneapolis/St. Paul, MN","Minneapolis, MN","Phoenix, AZ","Minneapolis, MN",Table 1,0,20133,30466,31650,"Phoenix, AZ",1276,1085.76087,209.1797457,DL,39.2531785,212.3894389,WN,21.49364301,202.0452678,700,0
"Fort Lauderdale, FL","Milwaukee, WI","Milwaukee, WI","Miami, FL (Metro Area)","Milwaukee, WI",Table 1,0,20133,32467,33342,"Miami, FL (Metro Area)",1258,244.3478261,204.9386788,DL,33.1405694,215.3350067,WN,17.61565836,174.3393182,701,18
"Tucson, AZ","Seattle, WA","Seattle, WA","Tucson, AZ","Seattle, WA",Table 1,0,20133,30436,30559,"Tucson, AZ",1216,302.826087,200.7481622,AS,51.61521895,203.6256746,US,24.22828428,186.9153482,702,0
"Fort Lauderdale, FL","Kansas City, MO","Kansas City, MO","Miami, FL (Metro Area)","Kansas City, MO",Table 1,0,20133,32467,33198,"Miami, FL (Metro Area)",1251,374.5652174,198.2273999,WN,34.76494486,196.0289483,DL,32.87869994,192.5275816,703,18
"New York, NY","New Orleans, LA","New Orleans, LA","New York City, NY (Metro Area)","New Orleans, LA",Table 1,0,20133,31703,33495,"New York City, NY (Metro Area)",1218,1707.391304,197.1960466,DL,36.03259486,196.2524099,US,12.8724217,190.8555143,704,2
